#morphology, embedding, biophyiscal_model_id, ongoing_inhibition_scaling, stimulus, inhibitory_timeshift, evoked_inhibition_scaling
WR64_Cell8,C1border,33,1.25,C_2,-1,0.4
WR64_Cell8,C1border,33,1.25,C_2,-2,0.4
WR64_Cell8,C1border,33,1.25,C_2,0,0.4
WR64_Cell8,C1border,33,1.25,C_2,0,0.8
WR64_Cell8,C1border,33,1.25,C_2,0,0.9
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,33,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,33,1.5,C_2,-1,0.4
WR64_Cell8,C1border,33,1.5,C_2,-2,0.4
WR64_Cell8,C1border,33,1.5,C_2,0,0.4
WR64_Cell8,C1border,33,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,33,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,C1border,33,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,33,1.75,C_2,0,0.4
WR64_Cell8,C1border,33,1.75,C_2,0,0.8
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,-1,0.9
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3,0,1.0
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,34,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,34,1.0,C_2,-1,0.4
WR64_Cell8,C1border,34,1.0,C_2,-1,0.6
WR64_Cell8,C1border,34,1.0,C_2,-2,0.4
WR64_Cell8,C1border,34,1.0,C_2,0,0.9
WR64_Cell8,C1border,34,1.0,C_2,0,1.0
WR64_Cell8,C1border,34,1.25,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,34,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,34,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,34,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,34,1.25,C_2,-1,0.4
WR64_Cell8,C1border,34,1.25,C_2,-2,0.4
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,34,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,34,1.5,C_2,-1,0.4
WR64_Cell8,C1border,34,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,34,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,34,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,34,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,34,1.75,C_2,-1,0.4
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3,-1,0.8
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3,-2,0.8
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,35,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,35,1.25,C_2,-1,0.4
WR64_Cell8,C1border,35,1.25,C_2,-1,1.0
WR64_Cell8,C1border,35,1.25,C_2,-2,0.4
WR64_Cell8,C1border,35,1.25,C_2,0,0.7
WR64_Cell8,C1border,35,1.25,C_2,0,1.0
WR64_Cell8,C1border,35,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,35,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,35,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,35,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,35,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,35,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,35,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,35,1.75,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,35,1.75,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,35,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,35,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,C1border,35,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,35,1.75,C_2,-2,0.4
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,-1,0.4
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,-2,0.4
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3,0,1.0
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,36,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,36,1.25,C_2,-1,0.3
WR64_Cell8,C1border,36,1.25,C_2,-1,0.4
WR64_Cell8,C1border,36,1.25,C_2,-2,0.3
WR64_Cell8,C1border,36,1.25,C_2,-2,0.4
WR64_Cell8,C1border,36,1.25,C_2,0,0.6
WR64_Cell8,C1border,36,1.25,C_2,0,0.7
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3,-1,0.9
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,36,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,36,1.5,C_2,-1,0.4
WR64_Cell8,C1border,36,1.5,C_2,-1,0.6
WR64_Cell8,C1border,36,1.5,C_2,-2,0.4
WR64_Cell8,C1border,36,1.5,C_2,0,0.6
WR64_Cell8,C1border,36,1.5,C_2,0,0.8
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,36,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,36,1.75,C_2,-1,0.4
WR64_Cell8,C1border,36,1.75,C_2,-1,0.6
WR64_Cell8,C1border,36,1.75,C_2,-1,0.7
WR64_Cell8,C1border,36,1.75,C_2,0,0.7
WR64_Cell8,C1border,36,1.75,C_2,0,0.9
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,36,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,36,2.0,C_2,-1,0.4
WR64_Cell8,C1border,36,2.0,C_2,-2,0.4
WR64_Cell8,C1border,36,2.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,36,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,36,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,36,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,36,2.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,36,2.25,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,36,2.25,C_2,-1,0.4
WR64_Cell8,C1border,36,2.25,C_2,-2,0.4
WR64_Cell8,C1border,36,2.25,C_2,0,0.4
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3,-1,0.4
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3,-2,0.4
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3,0,0.9
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,37,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,37,1.25,C_2,-1,0.3
WR64_Cell8,C1border,37,1.25,C_2,-1,0.4
WR64_Cell8,C1border,37,1.25,C_2,-2,0.3
WR64_Cell8,C1border,37,1.25,C_2,-2,0.4
WR64_Cell8,C1border,37,1.25,C_2,0,0.4
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,-1,0.9
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,37,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,37,1.5,C_2,-1,0.4
WR64_Cell8,C1border,37,1.5,C_2,-2,0.4
WR64_Cell8,C1border,37,1.5,C_2,0,0.4
WR64_Cell8,C1border,37,1.5,C_2,0,0.6
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,37,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,37,1.75,C_2,-1,0.4
WR64_Cell8,C1border,37,1.75,C_2,-2,0.4
WR64_Cell8,C1border,37,1.75,C_2,0,0.7
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,37,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,37,2.0,C_2,-1,0.4
WR64_Cell8,C1border,37,2.0,C_2,-2,0.4
WR64_Cell8,C1border,37,2.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,37,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,37,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,37,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,37,2.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,37,2.25,C_2,-1,0.4
WR64_Cell8,C1border,37,2.25,C_2,-2,0.4
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,-1,0.8
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,38,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,38,1.25,C_2,-1,0.4
WR64_Cell8,C1border,38,1.25,C_2,-1,0.6
WR64_Cell8,C1border,38,1.25,C_2,-1,0.8
WR64_Cell8,C1border,38,1.25,C_2,-2,0.3
WR64_Cell8,C1border,38,1.25,C_2,-2,0.4
WR64_Cell8,C1border,38,1.25,C_2,-2,0.7
WR64_Cell8,C1border,38,1.25,C_2,0,0.4
WR64_Cell8,C1border,38,1.25,C_2,0,0.6
WR64_Cell8,C1border,38,1.25,C_2,0,0.7
WR64_Cell8,C1border,38,1.25,C_2,0,0.9
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,38,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,38,1.5,C_2,-1,0.4
WR64_Cell8,C1border,38,1.5,C_2,-2,0.4
WR64_Cell8,C1border,38,1.5,C_2,0,0.6
WR64_Cell8,C1border,38,1.5,C_2,0,0.7
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,38,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,38,1.75,C_2,-1,0.6
WR64_Cell8,C1border,38,1.75,C_2,-1,0.9
WR64_Cell8,C1border,38,1.75,C_2,-2,0.4
WR64_Cell8,C1border,38,2.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,C1border,38,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,38,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,38,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,38,2.0,C_2,-1,0.4
WR64_Cell8,C1border,38,2.0,C_2,-2,0.4
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3,0,1.0
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,39,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,39,1.0,C_2,-1,0.4
WR64_Cell8,C1border,39,1.0,C_2,-2,0.4
WR64_Cell8,C1border,39,1.0,C_2,0,0.6
WR64_Cell8,C1border,39,1.0,C_2,0,0.7
WR64_Cell8,C1border,39,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,39,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,39,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,C1border,39,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,C1border,39,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,39,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,C1border,39,1.25,C_2,-1,0.4
WR64_Cell8,C1border,39,1.25,C_2,-2,0.4
WR64_Cell8,C1border,39,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,39,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,39,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,39,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,39,1.5,C_2,-1,0.4
WR64_Cell8,C1border,39,1.5,C_2,-2,0.4
WR64_Cell8,C1border,39,1.5,C_2,0,0.4
WR64_Cell8,C1border,39,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,39,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,39,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,39,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,39,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,39,1.75,C_2,-1,0.4
WR64_Cell8,C1border,39,1.75,C_2,0,0.4
WR64_Cell8,C1border,39,2.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,C1border,39,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,C1border,39,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,C1border,39,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,C1border,39,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,C1border,39,2.0,C_2,-1,0.4
WR64_Cell8,C1border,39,2.0,C_2,0,0.4
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,C1border,4,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,C1border,4,1.5,C_2,0,0.6
WR64_Cell8,C1border,4,1.5,C_2,0,0.7
WR64_Cell8,C1border,4,1.5,C_2,0,0.8
WR64_Cell8,C1border,4,1.5,C_2,0,0.9
WR64_Cell8,C1border,4,1.75,C_1___C_2___C_3,-1,0.7
WR64_Cell8,C1border,4,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,C1border,4,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,C1border,4,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,C1border,4,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,C1border,4,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,C1border,4,1.75,C_2,-2,0.6
WR64_Cell8,C1border,4,1.75,C_2,0,0.6
WR64_Cell8,C1border,4,1.75,C_2,0,0.7
